# Time,Median,Upper Error,Lower Error
0.000000000000000000e+00,4.857399999999999912e-02,1.000000000000000000e+00,-3.761929999999999996e-01
2.657617198973894119e+02,-1.897400000000000128e-02,4.307219999999999938e-01,-1.000000000000000000e+00
1.007949947461485863e+03,-5.358000000000000262e-02,3.858050000000000090e-01,-1.000000000000000000e+00
1.092215870574116707e+03,-1.191129999999999967e-01,3.562359999999999971e-01,-1.000000000000000000e+00
1.205650784760713577e+03,-1.723649999999999904e-01,2.920800000000000063e-01,-1.000000000000000000e+00
1.487617495268583298e+03,-3.117329999999999823e-01,1.540759999999999907e-01,-1.000000000000000000e+00
1.584847418829798698e+03,-3.032400000000000095e-01,1.612200000000000022e-01,-1.000000000000000000e+00
1.669113331958651543e+03,-3.921239999999999726e-01,9.358900000000000552e-02,-1.000000000000000000e+00
1.672354322105646133e+03,-3.923150000000000248e-01,1.010429999999999939e-01,-1.000000000000000000e+00
2.327035756394267082e+03,-4.174689999999999790e-01,7.882000000000000117e-02,-1.000000000000000000e+00
2.508531573161482811e+03,-4.828819999999999779e-01,-2.770799999999999999e-02,-1.000000000000000000e+00
2.641412448108196259e+03,-5.827179999999999582e-01,-1.906809999999999894e-01,-1.000000000000000000e+00
2.670581429183483124e+03,-6.285699999999999621e-01,-2.650640000000000218e-01,-1.000000000000000000e+00
3.069224123939871788e+03,-5.024300000000000432e-01,-8.397000000000000297e-02,-1.000000000000000000e+00
3.104875075325369835e+03,-5.072950000000000514e-01,-3.121600000000000069e-02,-1.000000000000000000e+00
3.237755980193614960e+03,-5.355569999999999498e-01,-7.535999999999999643e-02,-1.000000000000000000e+00
3.312298893004655838e+03,-6.844749999999999446e-01,-3.441910000000000247e-01,-1.000000000000000000e+00
3.480830749243497849e+03,-7.200710000000000166e-01,-4.224479999999999902e-01,-1.000000000000000000e+00
3.976703357666730881e+03,-8.274049999999999461e-01,-6.434649999999999537e-01,-1.000000000000000000e+00
4.060969290792942047e+03,-8.582130000000000036e-01,-7.037020000000000497e-01,-1.000000000000000000e+00
4.543877908676862717e+03,-8.051279999999999548e-01,-5.975810000000000288e-01,-1.000000000000000000e+00
4.842049659788608551e+03,-8.117799999999999461e-01,-6.122689999999999522e-01,-1.000000000000000000e+00
5.383296219885349274e+03,-8.654929999999999568e-01,-7.242750000000000021e-01,-9.999989999999999712e-01
5.756010933727025986e+03,-8.544659999999999478e-01,-7.003639999999999866e-01,-9.999989999999999712e-01
6.057423684939742088e+03,-8.537540000000000129e-01,-6.998119999999999896e-01,-1.000000000000000000e+00
6.294016513675451279e+03,-8.297149999999999803e-01,-6.460719999999999796e-01,-1.000000000000000000e+00
6.407451447874307632e+03,-8.518660000000000121e-01,-6.963489999999999958e-01,-1.000000000000000000e+00
6.511163361757993698e+03,-8.534680000000000044e-01,-6.998429999999999929e-01,-1.000000000000000000e+00
