# Time,Median,Upper Error,Lower Error
0.000000000000000000e+00,4.109700000000000020e-01,9.999970000000000248e-01,2.304019999999999957e-01
2.299209387719631195e+03,2.912460000000000049e-01,6.337289999999999868e-01,-1.157170000000000004e-01
3.301187638938426971e+03,4.508679999999999910e-01,9.999850000000000128e-01,2.800320000000000031e-01
4.004771214902400970e+03,4.950910000000000033e-01,9.999860000000000415e-01,3.237419999999999742e-01
5.594116446137428284e+03,4.241619999999999835e-01,7.598190000000000222e-01,1.772599999999999870e-02
6.109240222454071045e+03,3.104120000000000212e-01,6.597929999999999628e-01,-5.439900000000000291e-02
8.025249470531940460e+03,2.687149999999999817e-01,5.939649999999999652e-01,-1.381390000000000118e-01
9.228252052068710327e+03,1.786079999999999890e-01,5.207100000000000062e-01,-1.503559999999999897e-01
9.325623026967048645e+03,1.040819999999999940e-01,4.120909999999999851e-01,-2.216879999999999962e-01
9.737093878090381622e+03,3.232600000000000057e-02,3.439769999999999772e-01,-2.366320000000000090e-01
1.020196172189712524e+04,-4.510000000000000120e-03,2.655339999999999923e-01,-3.038779999999999815e-01
1.045010064452886581e+04,-5.308000000000000218e-02,2.187300000000000078e-01,-3.337169999999999859e-01
1.118823540234565735e+04,-2.593099999999999919e-02,2.854490000000000083e-01,-3.574820000000000220e-01
1.308225778913497925e+04,3.068699999999999900e-02,3.427009999999999779e-01,-2.817430000000000212e-01
1.456795033520460129e+04,-2.351299999999999918e-02,2.336000000000000021e-01,-3.464670000000000250e-01
1.485064024955034256e+04,-7.078099999999999670e-02,1.901919999999999999e-01,-3.714259999999999784e-01
1.527781609147787094e+04,-1.747660000000000047e-01,1.129450000000000037e-01,-4.439339999999999953e-01
1.740427245020866394e+04,-1.747660000000000047e-01,1.129450000000000037e-01,-4.439339999999999953e-01
1.899989995181560516e+04,-2.857529999999999792e-01,-4.302899999999999781e-02,-5.676099999999999479e-01
2.063950144565105438e+04,-2.857529999999999792e-01,-4.302899999999999781e-02,-5.676099999999999479e-01
2.107610030800104141e+04,-1.986719999999999875e-01,8.669699999999999629e-02,-4.566609999999999836e-01
2.322768460804224014e+04,-2.085130000000000039e-01,3.821900000000000297e-02,-4.821849999999999747e-01
2.376165445530414581e+04,-1.050240000000000062e-01,1.539109999999999923e-01,-3.790259999999999740e-01
2.449978920316696167e+04,-2.115589999999999971e-01,3.107599999999999946e-02,-4.782069999999999932e-01
2.465055717080831528e+04,-2.132749999999999924e-01,4.929800000000000154e-02,-4.582080000000000042e-01
2.575932984757423401e+04,-3.000659999999999994e-01,-6.168599999999999778e-02,-5.744500000000000162e-01
2.691835844677686691e+04,-1.485279999999999934e-01,1.330060000000000131e-01,-4.250320000000000209e-01
3.404842603147029877e+04,-1.376960000000000128e-01,1.114369999999999944e-01,-4.556680000000000175e-01
3.481168878054618835e+04,-1.407859999999999945e-01,1.125479999999999953e-01,-4.541310000000000069e-01
3.526713361388444901e+04,-2.555870000000000086e-01,4.524799999999999656e-02,-5.257690000000000419e-01
3.609949834644794464e+04,-1.490360000000000018e-01,1.114369999999999944e-01,-4.556680000000000175e-01
3.631308627736568451e+04,-1.344650000000000012e-01,1.368439999999999934e-01,-4.354199999999999737e-01
3.720827096313238144e+04,-2.499079999999999913e-01,4.524799999999999656e-02,-5.291139999999999732e-01
3.795582873129844666e+04,-2.480219999999999925e-01,4.517399999999999888e-02,-5.301649999999999974e-01
3.864056647646427155e+04,-3.805259999999999754e-01,-9.293800000000000672e-02,-6.393219999999999459e-01
3.957344317412376404e+04,-3.482859999999999845e-01,-8.687899999999999789e-02,-6.188470000000000359e-01
3.958600717478990555e+04,-3.474510000000000098e-01,-9.308700000000000307e-02,-6.196540000000000381e-01
3.992523507207632065e+04,-3.379090000000000149e-01,-6.140899999999999831e-02,-6.170179999999999554e-01
4.062253685772418976e+04,-2.422249999999999959e-01,2.483700000000000144e-02,-5.133630000000000138e-01
4.130413359260559082e+04,-2.451029999999999875e-01,1.134800000000000045e-02,-5.249129999999999630e-01
4.277098009759187698e+04,-1.340189999999999992e-01,1.242800000000000016e-01,-4.250320000000000209e-01
4.716837857252359390e+04,-2.273299999999999974e-02,2.792040000000000077e-01,-3.153580000000000272e-01
4.810125524020195007e+04,-3.492100000000000065e-02,2.458670000000000022e-01,-3.325520000000000143e-01
4.836509915375709534e+04,-6.019499999999999851e-02,2.274309999999999943e-01,-3.494399999999999729e-01
4.983508659887313843e+04,-1.084259999999999946e-01,1.566720000000000057e-01,-3.495409999999999906e-01
5.144956002140045166e+04,-8.881600000000000605e-02,1.592699999999999949e-01,-3.635369999999999990e-01
5.253320460689067841e+04,-8.706700000000000550e-02,1.584250000000000103e-01,-3.635369999999999990e-01
5.294153445774316788e+04,-9.895600000000000229e-02,1.312959999999999960e-01,-3.844739999999999824e-01
5.393094910842180252e+04,-8.600800000000000112e-02,1.657730000000000037e-01,-3.585349999999999926e-01
