# Time,Median,Upper Error,Lower Error
2.312468895465135574e+03,-7.982820000000000471e-01,-7.079600000000000337e-01,-1.000000000000000000e+00
2.636568788766860962e+03,-8.298799999999999510e-01,-7.488780000000000436e-01,-1.000000000000000000e+00
2.694906761229038239e+03,-8.404209999999999736e-01,-7.633119999999999905e-01,-1.000000000000000000e+00
2.882884728878736496e+03,-7.601890000000000036e-01,-6.732249999999999623e-01,-1.000000000000000000e+00
2.905571729809045792e+03,-7.855609999999999538e-01,-7.025789999999999536e-01,-1.000000000000000000e+00
3.119477678626775742e+03,-7.961460000000000203e-01,-7.166850000000000165e-01,-1.000000000000000000e+00
3.307455666303634644e+03,-8.169330000000000203e-01,-7.432469999999999910e-01,-1.000000000000000000e+00
4.036680526256561279e+03,-7.415150000000000352e-01,-5.954059999999999908e-01,-9.272519999999999651e-01
4.036680526256561279e+03,-7.787190000000000500e-01,-6.970939999999999914e-01,-9.999980000000000535e-01
4.140392500519752502e+03,-7.878330000000000055e-01,-7.102500000000000480e-01,-9.999989999999999712e-01
4.253827495157718658e+03,-7.965839999999999588e-01,-7.216010000000000479e-01,-9.999989999999999712e-01
4.396431461066007614e+03,-8.347090000000000343e-01,-7.645999999999999464e-01,-1.000000000000000000e+00
4.581168428629636765e+03,-8.416270000000000140e-01,-7.733759999999999524e-01,-1.000000000000000000e+00
4.697844403415918350e+03,-8.475730000000000208e-01,-7.815699999999999870e-01,-1.000000000000000000e+00
4.863135380148887634e+03,-7.771130000000000537e-01,-6.423940000000000206e-01,-9.282759999999999900e-01
5.067318318575620651e+03,-7.869589999999999641e-01,-6.805250000000000465e-01,-9.596249999999999503e-01
5.760892237037420273e+03,-8.597559999999999647e-01,-7.974710000000000409e-01,-1.000000000000000000e+00
5.770615227431058884e+03,-7.846750000000000114e-01,-6.547070000000000389e-01,-9.312869999999999759e-01
6.227596156179904938e+03,-8.521969999999999823e-01,-7.882299999999999862e-01,-1.000000000000000000e+00
6.904965123981237411e+03,-9.188610000000000388e-01,-8.622880000000000544e-01,-1.000000000000000000e+00
6.947098105728626251e+03,-9.122270000000000101e-01,-8.581800000000000539e-01,-1.000000000000000000e+00
7.374910013318061829e+03,-9.189389999999999503e-01,-8.642539999999999667e-01,-1.000000000000000000e+00
7.708732967019081116e+03,-9.189389999999999503e-01,-8.642539999999999667e-01,-1.000000000000000000e+00
8.817154862463474274e+03,-9.122270000000000101e-01,-8.581800000000000539e-01,-1.000000000000000000e+00
9.018096840739250183e+03,-9.048960000000000337e-01,-8.515530000000000044e-01,-1.000000000000000000e+00
9.125049835115671158e+03,-8.453380000000000338e-01,-7.815220000000000500e-01,-1.000000000000000000e+00
1.035338867560029030e+04,-7.864929999999999977e-01,-6.504680000000000462e-01,-9.293259999999999854e-01
1.063535563713312149e+04,-7.871740000000000403e-01,-6.692339999999999955e-01,-9.473970000000000447e-01
1.072610363081097603e+04,-7.894649999999999723e-01,-6.805250000000000465e-01,-9.596029999999999838e-01
1.090435858812928200e+04,-7.894649999999999723e-01,-6.805250000000000465e-01,-9.596029999999999838e-01
1.100482957226037979e+04,-7.178809999999999913e-01,-5.708090000000000108e-01,-8.797899999999999610e-01
1.151690752330422401e+04,-7.128139999999999477e-01,-5.676679999999999504e-01,-8.813189999999999635e-01
