# Time,Median,Upper Error,Lower Error
2.061378203630447388e+03,3.680309999999999970e-01,1.000000000000000000e+00,4.781500000000000333e-02
2.737131902575492859e+03,4.889760000000000217e-01,1.000000000000000000e+00,1.877350000000000130e-01
3.290611004352569580e+03,6.300400000000000444e-01,1.000000000000000000e+00,3.642730000000000135e-01
4.410552658915519714e+03,5.071050000000000280e-01,1.000000000000000000e+00,2.169530000000000070e-01
4.950504590153694153e+03,3.886560000000000015e-01,9.999989999999999712e-01,1.069139999999999951e-01
5.009477303385734558e+03,1.567929999999999879e-01,9.999980000000000535e-01,-1.495940000000000047e-01
5.983337879657745361e+03,3.299309999999999743e-01,9.999890000000000168e-01,3.341600000000000126e-02
7.180644738554954529e+03,3.887630000000000252e-01,9.999989999999999712e-01,1.245890000000000053e-01
7.629702304482460022e+03,2.696689999999999920e-01,1.000000000000000000e+00,-5.491000000000000221e-03
7.706529028892517090e+03,3.873710000000000209e-01,9.999989999999999712e-01,1.240799999999999959e-01
8.682552775144577026e+03,4.669070000000000165e-01,9.999989999999999712e-01,2.115380000000000038e-01
8.797251771688461304e+03,3.675269999999999926e-01,9.999989999999999712e-01,1.245580000000000020e-01
9.887974304556846619e+03,2.357809999999999906e-01,9.999970000000000248e-01,9.650000000000000374e-04
1.070222887158393860e+04,1.299359999999999959e-01,7.039860000000000007e-01,-3.159390000000000254e-01
1.077472726571559906e+04,-1.449999999999999900e-03,9.999989999999999712e-01,-3.243170000000000219e-01
1.129249575543403625e+04,1.477120000000000100e-01,1.000000000000000000e+00,-1.476290000000000102e-01
1.194065315282344818e+04,1.655619999999999870e-01,1.000000000000000000e+00,-1.314529999999999865e-01
1.304273705637454987e+04,-7.958400000000000196e-02,2.064680000000000126e-01,-9.999989999999999712e-01
1.340414696729183197e+04,1.163069999999999937e-01,9.999989999999999712e-01,-1.603499999999999925e-01
1.375365419745445251e+04,3.219540000000000179e-01,9.999989999999999712e-01,4.158699999999999897e-02
1.441479626548290253e+04,3.354480000000000239e-01,9.999989999999999712e-01,5.022499999999999881e-02
1.511705686593055725e+04,3.446480000000000099e-01,9.999989999999999712e-01,6.149600000000000205e-02
1.549469775772094727e+04,4.586290000000000089e-01,1.000000000000000000e+00,1.540070000000000050e-01
1.571327500033378601e+04,5.612430000000000474e-01,1.000000000000000000e+00,2.767999999999999905e-01
1.672230114841461182e+04,4.399259999999999837e-01,1.000000000000000000e+00,1.595799999999999996e-01
1.687757755744457245e+04,5.445339999999999625e-01,1.000000000000000000e+00,2.691250000000000031e-01
1.750084733343124390e+04,4.678320000000000256e-01,1.000000000000000000e+00,1.530340000000000034e-01
1.775405067789554596e+04,3.785760000000000236e-01,9.999989999999999712e-01,7.892299999999999316e-02
1.811978882908821106e+04,2.707849999999999979e-01,9.999980000000000535e-01,-5.428999999999999798e-02
2.326176420521736145e+04,1.320530000000000037e-01,9.999989999999999712e-01,-1.921779999999999877e-01
2.329639029729366302e+04,2.705859999999999932e-01,1.000000000000000000e+00,-6.332599999999999341e-02
2.347817732763290405e+04,1.137169999999999986e-01,9.999890000000000168e-01,-2.619870000000000254e-01
2.358692489409446716e+04,-3.057700000000000001e-02,3.331270000000000064e-01,-9.999989999999999712e-01
2.396672987592220306e+04,-1.457219999999999904e-01,2.381800000000000028e-01,-9.999989999999999712e-01
2.525060060000419617e+04,-3.616690000000000182e-01,-6.838999999999999593e-03,-1.000000000000000000e+00
2.620552339494228363e+04,-2.273880000000000068e-01,1.584869999999999890e-01,-9.999980000000000535e-01
2.641003375673294067e+04,-1.264429999999999998e-01,2.979350000000000054e-01,-1.000000000000000000e+00
