# Time,Median,Upper Error,Lower Error
1.733807029008865356e+03,-8.411699999999999733e-02,1.699239999999999917e-01,-3.367519999999999958e-01
1.941231999993324280e+03,-1.422740000000000116e-01,8.369100000000000150e-02,-4.028849999999999931e-01
1.944473030149936676e+03,-6.742399999999999782e-02,1.521560000000000135e-01,-3.252240000000000131e-01
3.117720011830329895e+03,-1.120769999999999961e-01,9.532499999999999307e-02,-3.827349999999999919e-01
3.756199355185031891e+03,-1.515110000000000068e-01,3.837100000000000233e-02,-4.263810000000000100e-01
3.837224619448184967e+03,-8.977300000000000557e-02,1.374400000000000066e-01,-3.200569999999999804e-01
3.986311127185821533e+03,-1.290769999999999973e-01,1.025559999999999944e-01,-3.447149999999999936e-01
4.203458808600902557e+03,-1.700419999999999987e-01,4.942699999999999871e-02,-3.831649999999999778e-01
4.420606469988822937e+03,-1.170510000000000023e-01,9.933999999999999775e-02,-3.247550000000000159e-01
4.550246846795082092e+03,-7.023400000000000476e-02,1.434350000000000069e-01,-2.746000000000000107e-01
4.569692897856235504e+03,-9.778799999999999992e-02,1.093900000000000011e-01,-3.083509999999999862e-01
4.605344009697437286e+03,-1.324200000000000099e-01,6.778000000000000691e-02,-3.433100000000000041e-01
4.640995091617107391e+03,-1.652869999999999895e-01,2.012299999999999853e-02,-3.787510000000000043e-01
4.660441162586212158e+03,-1.202619999999999939e-01,7.087100000000000344e-02,-3.238170000000000215e-01
4.673405203223228455e+03,-1.504679999999999906e-01,2.396200000000000066e-02,-3.600459999999999772e-01
4.683128223776817322e+03,-1.706219999999999959e-01,2.447500000000000023e-02,-3.547330000000000205e-01
4.734984376490116119e+03,-1.677819999999999867e-01,-6.261000000000000072e-03,-3.862340000000000217e-01
4.945649937510490417e+03,-2.350220000000000087e-01,-7.273999999999999910e-02,-4.496939999999999826e-01
5.671635685622692108e+03,-1.629849999999999910e-01,3.857100000000000112e-02,-3.441540000000000155e-01
5.934157219469547272e+03,-2.336670000000000136e-01,-7.273999999999999910e-02,-4.506399999999999850e-01
6.028146424293518066e+03,-2.408250000000000113e-01,-7.381899999999999573e-02,-4.411820000000000186e-01
6.261498876571655273e+03,-2.435740000000000127e-01,-7.180899999999999783e-02,-4.353409999999999780e-01
6.352247051358222961e+03,-2.435740000000000127e-01,-7.180899999999999783e-02,-4.353409999999999780e-01
6.374934072613716125e+03,-3.164810000000000123e-01,-1.518470000000000097e-01,-5.057930000000000481e-01
6.903217970252037048e+03,-3.115640000000000076e-01,-1.513990000000000058e-01,-5.073609999999999509e-01
7.506044821858406067e+03,-3.035349999999999993e-01,-1.344629999999999992e-01,-4.958699999999999775e-01
7.603274927020072937e+03,-2.299750000000000127e-01,-7.193399999999999794e-02,-4.474210000000000131e-01
7.739397104144096375e+03,-1.578970000000000096e-01,3.382399999999999990e-02,-3.457210000000000005e-01
7.901447292566299438e+03,-1.509560000000000068e-01,3.926799999999999735e-02,-3.439829999999999832e-01
7.924134313762187958e+03,-1.462690000000000101e-01,3.796599999999999975e-02,-3.484530000000000127e-01
8.283885702669620514e+03,-2.169790000000000052e-01,-2.454299999999999884e-02,-4.098809999999999953e-01
8.377874797642230988e+03,-2.180189999999999906e-01,-3.754199999999999898e-02,-4.221289999999999765e-01
8.685770123779773712e+03,-2.919320000000000248e-01,-1.365049999999999875e-01,-5.081309999999999993e-01
8.695493144214153290e+03,-2.133450000000000069e-01,-3.976999999999999980e-02,-4.271980000000000222e-01
8.883471324145793915e+03,-2.180189999999999906e-01,-3.754199999999999898e-02,-4.221289999999999765e-01
8.974219388961791992e+03,-1.349730000000000096e-01,5.987900000000000167e-02,-3.308969999999999967e-01
9.087654504835605621e+03,-1.380180000000000018e-01,5.995799999999999741e-02,-3.277419999999999778e-01
9.171920579254627228e+03,-2.154969999999999941e-01,-2.507099999999999954e-02,-4.055520000000000236e-01
9.308042706370353699e+03,-1.441759999999999986e-01,4.032000000000000167e-02,-3.449749999999999761e-01
9.823362193346023560e+03,-6.319199999999999817e-02,1.094200000000000034e-01,-2.867709999999999981e-01
1.027062056690454483e+04,-1.358830000000000038e-01,5.994399999999999729e-02,-3.291560000000000041e-01
1.071139688003063202e+04,-2.095750000000000113e-01,-4.388600000000000140e-02,-4.263810000000000100e-01
1.087344698852300644e+04,-2.107700000000000129e-01,-2.182600000000000165e-02,-4.033220000000000138e-01
1.140173031628131866e+04,-1.370679999999999954e-01,3.954200000000000076e-02,-3.480840000000000045e-01
1.170962551242113113e+04,-1.355979999999999963e-01,4.080199999999999799e-02,-3.480840000000000045e-01
1.210502780318260193e+04,-1.346449999999999869e-01,3.986300000000000260e-02,-3.498620000000000063e-01
1.224114992022514343e+04,-1.349730000000000096e-01,5.987900000000000167e-02,-3.308969999999999967e-01
1.230596995371580124e+04,-1.429159999999999875e-01,3.857100000000000112e-02,-3.456609999999999960e-01
1.267220318293571472e+04,-1.463139999999999996e-01,3.857100000000000112e-02,-3.435090000000000088e-01
1.267868521314859390e+04,-1.500209999999999877e-01,3.563600000000000101e-02,-3.456609999999999960e-01
1.342411574232578278e+04,-1.429159999999999875e-01,3.857100000000000112e-02,-3.456609999999999960e-01
1.344680275350809097e+04,-1.380180000000000018e-01,5.995799999999999741e-02,-3.277419999999999778e-01
1.350189978641271591e+04,-2.074159999999999893e-01,-4.388600000000000140e-02,-4.292420000000000124e-01
1.356347882962226868e+04,-1.358830000000000038e-01,5.994399999999999729e-02,-3.291560000000000041e-01
1.426029437619447708e+04,-1.333580000000000043e-01,4.379500000000000060e-02,-3.505869999999999820e-01
1.437048846197128296e+04,-1.309400000000000008e-01,4.559799999999999964e-02,-3.498620000000000063e-01
1.442882651501893997e+04,-1.374859999999999971e-01,5.854499999999999982e-02,-3.321259999999999768e-01
1.484367480671405792e+04,-1.485740000000000116e-01,3.926799999999999735e-02,-3.448300000000000254e-01
