# Time,Median,Upper Error,Lower Error
0.000000000000000000e+00,3.020300000000000068e-02,9.999989999999999712e-01,-3.275299999999999878e-01
3.889196144044399261e+01,1.683649999999999869e-01,9.999980000000000535e-01,-1.628050000000000053e-01
1.620498360097408295e+02,3.758929999999999771e-01,1.000000000000000000e+00,6.049299999999999816e-02
4.861494880467653275e+02,4.896730000000000249e-01,9.999989999999999712e-01,2.137310000000000043e-01
6.093073725998401642e+02,3.615920000000000245e-01,9.999989999999999712e-01,8.021999999999999964e-02
7.519112279415130615e+02,1.670089999999999908e-01,1.000000000000000000e+00,-1.509250000000000036e-01
7.940441994518041611e+02,9.688900000000000290e-02,9.999989999999999712e-01,-1.884570000000000134e-01
8.070081699937582016e+02,-3.328999999999999928e-03,6.301280000000000214e-01,-6.135979999999999768e-01
1.082492900177836418e+03,1.436659999999999882e-01,9.999940000000000495e-01,-1.259440000000000004e-01
1.131107832014560699e+03,-1.865699999999999997e-02,6.080759999999999499e-01,-5.417769999999999531e-01
1.377423581153154373e+03,-7.973800000000000332e-02,3.912599999999999967e-01,-6.689709999999999823e-01
1.432520513206720352e+03,-1.891200000000000103e-01,8.245500000000000052e-02,-9.999980000000000535e-01
1.503822455778717995e+03,-7.472600000000000076e-02,2.745250000000000190e-01,-9.999989999999999712e-01
1.575124378457665443e+03,-1.616730000000000111e-01,2.018449999999999966e-01,-9.999989999999999712e-01
1.756620185241103172e+03,-2.503710000000000102e-01,1.072639999999999982e-01,-9.999989999999999712e-01
1.818199127510190010e+03,-3.735269999999999979e-01,-3.346500000000000169e-02,-1.000000000000000000e+00
1.915429051086306572e+03,-1.672180000000000055e-01,2.074650000000000105e-01,-1.000000000000000000e+00
2.041827925801277161e+03,-1.195139999999999952e-01,2.644210000000000171e-01,-9.999989999999999712e-01
2.106647888168692589e+03,-9.851600000000000634e-02,2.825529999999999986e-01,-9.999989999999999712e-01
2.129334839090704918e+03,2.011239999999999972e-01,1.000000000000000000e+00,-1.889359999999999928e-01
2.336758636772632599e+03,8.580400000000000527e-02,1.000000000000000000e+00,-2.898939999999999850e-01
2.534459464073181152e+03,3.905410000000000270e-01,1.000000000000000000e+00,4.415199999999999680e-02
2.573351405605673790e+03,1.387410000000000032e-01,9.999989999999999712e-01,-2.491079999999999961e-01
2.651135338485240936e+03,-1.532419999999999893e-01,2.218060000000000032e-01,-9.999989999999999712e-01
2.722437301084399223e+03,-1.369430000000000092e-01,2.579549999999999899e-01,-9.999989999999999712e-01
2.725678281232714653e+03,-4.903799999999999826e-02,2.880960000000000187e-01,-9.999940000000000495e-01
3.056260003492236137e+03,-2.214039999999999897e-01,1.134399999999999992e-01,-1.000000000000000000e+00
4.028559159561991692e+03,-2.416240000000000054e-01,5.694099999999999856e-02,-9.999989999999999712e-01
4.394791853189468384e+03,-1.313199999999999958e-02,9.999989999999999712e-01,-2.950909999999999922e-01
4.423960834264755249e+03,2.572530000000000094e-01,1.000000000000000000e+00,-8.398100000000000009e-02
4.511467757537961006e+03,2.643399999999999916e-02,9.999989999999999712e-01,-3.399639999999999884e-01
4.754542576506733894e+03,-1.856800000000000117e-01,1.531939999999999968e-01,-1.000000000000000000e+00
4.903628432080149651e+03,-2.460269999999999957e-01,1.250080000000000080e-01,-9.999989999999999712e-01
4.984653375044465065e+03,-3.684660000000000157e-01,-2.716100000000000111e-02,-1.000000000000000000e+00
5.227728174090385437e+03,-5.941300000000000470e-01,-2.696749999999999980e-01,-1.000000000000000000e+00
5.292548116534948349e+03,-7.379179999999999628e-01,-5.087380000000000235e-01,-1.000000000000000000e+00
5.506453964442014694e+03,-7.047579999999999956e-01,-4.462240000000000095e-01,-1.000000000000000000e+00
5.512935964673757553e+03,-5.667299999999999560e-01,-2.362430000000000085e-01,-1.000000000000000000e+00
5.642575859472155571e+03,-5.832129999999999814e-01,-2.555769999999999986e-01,-1.000000000000000000e+00
5.733323762908577919e+03,-6.111259999999999470e-01,-2.785819999999999963e-01,-1.000000000000000000e+00
5.756010743737220764e+03,-7.099569999999999492e-01,-4.530040000000000178e-01,-1.000000000000000000e+00
5.843517686933279037e+03,-7.107609999999999761e-01,-4.495350000000000179e-01,-1.000000000000000000e+00
5.892132638752460480e+03,-6.867149999999999643e-01,-4.208109999999999906e-01,-1.000000000000000000e+00
