# Time,Median,Upper Error,Lower Error
1.404703129544854164e+03,-6.700200000000000600e-02,3.556279999999999997e-01,-1.000000000000000000e+00
1.508415223658084869e+03,-4.650999999999999752e-03,4.340970000000000106e-01,-1.000000000000000000e+00
2.441823980331420898e+03,9.379899999999999349e-02,9.999989999999999712e-01,-3.820419999999999927e-01
2.607115066871047020e+03,-1.512800000000000082e-02,4.572120000000000073e-01,-9.999970000000000248e-01
3.054373244449496269e+03,8.597000000000000475e-02,9.999989999999999712e-01,-3.744509999999999783e-01
3.375232297107577324e+03,8.597000000000000475e-02,9.999989999999999712e-01,-3.966060000000000141e-01
3.469221300810575485e+03,1.995580000000000132e-01,9.999989999999999712e-01,-2.933339999999999836e-01
3.508113302335143089e+03,2.244369999999999976e-01,9.999989999999999712e-01,-2.819909999999999917e-01
3.793321293547749519e+03,2.641279999999999739e-01,1.000000000000000000e+00,-2.036330000000000084e-01
4.094734275311231613e+03,3.353689999999999727e-01,1.000000000000000000e+00,-1.516730000000000023e-01
4.302158193528652191e+03,3.989300000000000068e-01,1.000000000000000000e+00,-9.089500000000000357e-02
4.305399203613400459e+03,4.805519999999999792e-01,1.000000000000000000e+00,2.880100000000000021e-02
4.739693010702729225e+03,4.398750000000000160e-01,1.000000000000000000e+00,-2.994099999999999887e-02
4.998972860947251320e+03,5.153889999999999860e-01,1.000000000000000000e+00,4.592500000000000054e-02
5.255011721014976501e+03,5.364870000000000472e-01,1.000000000000000000e+00,1.187620000000000064e-01
5.436507628113031387e+03,5.401399999999999535e-01,1.000000000000000000e+00,1.108949999999999936e-01
5.501327580690383911e+03,5.401399999999999535e-01,1.000000000000000000e+00,1.108949999999999936e-01
5.546701552480459213e+03,6.813759999999999817e-01,1.000000000000000000e+00,3.254839999999999955e-01
6.697255847692489624e+03,6.825830000000000508e-01,1.000000000000000000e+00,3.274340000000000028e-01
6.739388809397816658e+03,8.411720000000000308e-01,1.000000000000000000e+00,6.508979999999999766e-01
6.927366686806082726e+03,8.274559999999999693e-01,1.000000000000000000e+00,6.081370000000000386e-01
6.998668669536709785e+03,7.690420000000000034e-01,1.000000000000000000e+00,5.297539999999999472e-01
7.118585584297776222e+03,6.543569999999999665e-01,1.000000000000000000e+00,3.495249999999999746e-01
7.407034425586462021e+03,6.327559999999999851e-01,1.000000000000000000e+00,3.110490000000000199e-01
7.442685377046465874e+03,7.389149999999999885e-01,1.000000000000000000e+00,4.628320000000000212e-01
7.478336368411779404e+03,7.465300000000000269e-01,1.000000000000000000e+00,4.927980000000000138e-01
7.481577358558773994e+03,7.323739999999999695e-01,1.000000000000000000e+00,4.569790000000000241e-01
8.064956921473145485e+03,7.610630000000000450e-01,1.000000000000000000e+00,5.103689999999999616e-01
8.411743655160069466e+03,7.570839999999999792e-01,1.000000000000000000e+00,5.117169999999999774e-01
8.499250608548521996e+03,7.709970000000000434e-01,1.000000000000000000e+00,5.303940000000000321e-01
8.677505475565791130e+03,7.658869999999999845e-01,1.000000000000000000e+00,5.276769999999999516e-01
8.696951446369290352e+03,7.793510000000000160e-01,1.000000000000000000e+00,5.654789999999999539e-01
9.059943190574645996e+03,7.720369999999999733e-01,1.000000000000000000e+00,5.520000000000000462e-01
9.267367018789052963e+03,7.787169999999999925e-01,1.000000000000000000e+00,5.674540000000000139e-01
9.584984781280159950e+03,7.373319999999999874e-01,1.000000000000000000e+00,4.708930000000000060e-01
9.789167599335312843e+03,7.795779999999999932e-01,1.000000000000000000e+00,5.775919999999999943e-01
9.824818580716848373e+03,7.543159999999999865e-01,1.000000000000000000e+00,5.369110000000000271e-01
1.000955542796850204e+04,6.110109999999999708e-01,1.000000000000000000e+00,3.225879999999999859e-01
1.011002633193135262e+04,6.226030000000000175e-01,1.000000000000000000e+00,3.318699999999999983e-01
1.031420913998782635e+04,5.050649999999999862e-01,1.000000000000000000e+00,7.155499999999999361e-02
1.054107897885143757e+04,4.197370000000000267e-01,1.000000000000000000e+00,-6.438599999999999879e-02
