# Time,Median,Upper Error,Lower Error
0.000000000000000000e+00,9.003949999999999454e-01,1.000000000000000000e+00,7.905429999999999957e-01
6.481990233063697815e+00,9.107910000000000172e-01,1.000000000000000000e+00,8.180570000000000341e-01
1.620500053465366364e+01,9.225790000000000379e-01,1.000000000000000000e+00,8.412600000000000078e-01
2.268697082996368408e+01,9.283050000000000468e-01,1.000000000000000000e+00,8.513180000000000192e-01
4.861496174335479736e+01,9.346489999999999521e-01,1.000000000000000000e+00,8.651360000000000161e-01
7.130194258689880371e+01,9.344310000000000116e-01,1.000000000000000000e+00,8.652590000000000003e-01
1.069528939574956894e+02,9.398480000000000167e-01,1.000000000000000000e+00,8.756490000000000107e-01
1.134348941892385483e+02,9.470960000000000489e-01,1.000000000000000000e+00,8.896330000000000071e-01
1.166759042590856552e+02,9.368999999999999551e-01,1.000000000000000000e+00,8.647679999999999811e-01
1.361218650192022324e+02,9.348450000000000371e-01,1.000000000000000000e+00,8.643119999999999692e-01
1.490858654826879501e+02,9.368429999999999813e-01,1.000000000000000000e+00,8.658569999999999878e-01
2.139057879149913788e+02,9.396480000000000388e-01,1.000000000000000000e+00,8.737850000000000339e-01
2.203877881467342377e+02,9.444820000000000437e-01,1.000000000000000000e+00,8.839430000000000343e-01
2.203877881467342377e+02,9.506820000000000270e-01,1.000000000000000000e+00,8.962489999999999624e-01
2.592797395884990692e+02,9.406719999999999526e-01,1.000000000000000000e+00,8.776199999999999557e-01
2.981717010289430618e+02,9.166999999999999593e-01,1.000000000000000000e+00,8.274219999999999908e-01
3.111356615722179413e+02,9.111540000000000195e-01,1.000000000000000000e+00,8.183240000000000514e-01
3.565096132308244705e+02,9.443899999999999517e-01,1.000000000000000000e+00,8.819059999999999677e-01
3.824376041591167450e+02,9.448870000000000324e-01,1.000000000000000000e+00,8.847789999999999822e-01
3.921605845391750336e+02,9.403179999999999872e-01,1.000000000000000000e+00,8.735629999999999784e-01
4.278115558326244354e+02,9.367330000000000378e-01,1.000000000000000000e+00,8.664140000000000175e-01
4.472575265914201736e+02,9.336910000000000487e-01,1.000000000000000000e+00,8.594439999999999857e-01
4.504985366612672806e+02,9.387820000000000054e-01,1.000000000000000000e+00,8.694340000000000401e-01
5.801384114623069763e+02,9.361660000000000537e-01,1.000000000000000000e+00,8.637329999999999730e-01
6.449583339095115662e+02,9.327499999999999680e-01,1.000000000000000000e+00,8.555469999999999464e-01
6.935732857286930084e+02,9.301099999999999923e-01,1.000000000000000000e+00,8.512779999999999792e-01
7.130192464888095856e+02,9.329349999999999588e-01,1.000000000000000000e+00,8.555469999999999464e-01
7.130192464888095856e+02,9.331610000000000182e-01,1.000000000000000000e+00,8.573809999999999487e-01
7.162602565586566925e+02,9.301819999999999533e-01,1.000000000000000000e+00,8.512969999999999704e-01
7.195012467205524445e+02,9.028410000000000046e-01,1.000000000000000000e+00,7.790479999999999627e-01
7.972851995229721069e+02,9.012999999999999901e-01,1.000000000000000000e+00,7.773419999999999774e-01
