# Time,Median,Upper Error,Lower Error
1.214162882387638092e+03,-9.460210000000000008e-01,-8.803379999999999539e-01,-1.000000000000000000e+00
6.271176275134086609e+03,-9.497510000000000119e-01,-8.887089999999999712e-01,-1.000000000000000000e+00
8.143212328672409058e+03,-9.484190000000000120e-01,-8.828730000000000189e-01,-1.000000000000000000e+00
9.990120130956172943e+03,-9.267330000000000290e-01,-8.357919999999999794e-01,-1.000000000000000000e+00
1.093241996812820435e+04,-9.271390000000000464e-01,-8.357919999999999794e-01,-1.000000000000000000e+00
1.603026188296079636e+04,-9.361730000000000329e-01,-8.543849999999999500e-01,-1.000000000000000000e+00
1.772640149772167206e+04,-9.440290000000000070e-01,-8.713159999999999794e-01,-1.000000000000000000e+00
1.832633234775066376e+04,-9.492779999999999552e-01,-8.833039999999999781e-01,-1.000000000000000000e+00
1.911472317707538605e+04,-9.530399999999999983e-01,-8.928490000000000038e-01,-1.000000000000000000e+00
1.996907491981983185e+04,-9.566540000000000044e-01,-9.032109999999999861e-01,-1.000000000000000000e+00
2.029573885607719421e+04,-9.565700000000000314e-01,-9.004109999999999614e-01,-1.000000000000000000e+00
2.116265461945533752e+04,-9.552640000000000020e-01,-8.983700000000000019e-01,-1.000000000000000000e+00
2.263892422330379486e+04,-9.579550000000000010e-01,-9.060420000000000140e-01,-1.000000000000000000e+00
2.361263396191596985e+04,-9.595160000000000355e-01,-9.096819999999999906e-01,-1.000000000000000000e+00
2.635158523887395859e+04,-9.629229999999999734e-01,-9.161070000000000046e-01,-1.000000000000000000e+00
2.710542501652240753e+04,-9.598430000000000017e-01,-9.105820000000000025e-01,-1.000000000000000000e+00
2.829900470614433289e+04,-9.620530000000000470e-01,-9.149469999999999548e-01,-1.000000000000000000e+00
3.299479830086231232e+04,-9.579320000000000057e-01,-9.043149999999999800e-01,-1.000000000000000000e+00
4.233612949782609940e+04,-9.563300000000000134e-01,-9.019719999999999960e-01,-1.000000000000000000e+00
4.501854273188114166e+04,-9.581619999999999582e-01,-9.049300000000000122e-01,-1.000000000000000000e+00
